-2978295.74,4256653.35,163773.00
-2928295.74,4256653.35,163773.00
-2878295.74,4256653.35,163773.00
-2828295.74,4256653.35,163773.00
-2778295.74,4256653.35,163773.00
-2728295.74,4256653.35,163773.00
-2678295.74,4256653.35,163773.00
-2628295.74,4256653.35,163773.00
-2578295.74,4256653.35,163773.00
-2528295.74,4256653.35,163773.00
-2478295.74,4256653.35,163773.00
-2428295.74,4256653.35,163773.00
-2378295.74,4256653.35,163773.00
-2328295.74,4256653.35,163773.00
-2278295.74,4256653.35,163773.00
-2228295.74,4256653.35,163773.00
-2178295.74,4256653.35,163773.00
-2128295.74,4256653.35,163773.00
-2078295.74,4256653.35,163773.00
-2028295.74,4256653.35,163773.00
-1978295.74,4256653.35,163773.00
-1928295.74,4256653.35,163773.00
-1878295.74,4256653.35,163773.00
-1828295.74,4256653.35,163773.00
-1778295.74,4256653.35,163773.00
-1728295.74,4256653.35,163773.00
-1678295.74,4256653.35,163773.00
-1628295.74,4256653.35,163773.00
-1578295.74,4256653.35,163773.00
-1528295.74,4256653.35,163773.00
-1478295.74,4256653.35,163773.00
-1428295.74,4256653.35,163773.00
-1378295.74,4256653.35,163773.00
-1328295.74,4256653.35,163773.00
-1278295.74,4256653.35,163773.00
-1228295.74,4256653.35,163773.00
-1178295.74,4256653.35,163773.00
-1128295.74,4256653.35,163773.00
-1078295.74,4256653.35,163773.00
-1028295.74,4256653.35,163773.00
-978295.74,4256653.35,163773.00
-928295.74,4256653.35,163773.00
-878295.74,4256653.35,163773.00
-828295.74,4256653.35,163773.00
-778295.74,4256653.35,163773.00
-728295.74,4256653.35,163773.00
-678295.74,4256653.35,163773.00
-628295.74,4256653.35,163773.00
-578295.74,4256653.35,163773.00
-528295.74,4256653.35,163773.00
-478295.74,4256653.35,163773.00
-428295.74,4256653.35,163773.00
-378295.74,4256653.35,163773.00
-328295.74,4256653.35,163773.00
-278295.74,4256653.35,163773.00
-228295.74,4256653.35,163773.00
-178295.74,4256653.35,163773.00
-128295.74,4256653.35,163773.00
-78295.74,4256653.35,163773.00
-28295.74,4256653.35,163773.00
21704.26,4256653.35,163773.00
71704.26,4256653.35,163773.00
121704.26,4256653.35,163777.08
171704.26,4256653.35,163773.78
221704.26,4256653.35,163774.21
271704.26,4256653.35,163739.83
321704.26,4256653.35,163545.04
371704.26,4256653.35,163481.14
421704.26,4256653.35,162841.18
471704.26,4256653.35,161609.85
521704.26,4256653.35,160481.12
571704.26,4256653.35,157415.53
621704.26,4256653.35,155628.17
671704.26,4256653.35,155919.48
721704.26,4256653.35,156515.57
771704.26,4256653.35,157588.36
821704.26,4256653.35,160343.24
871704.26,4256653.35,162500.54
921704.26,4256653.35,162975.84
971704.26,4256653.35,163213.63
1021704.26,4256653.35,163559.48
1071704.26,4256653.35,163774.19
1121704.26,4256653.35,163773.39
1171704.26,4256653.35,163778.07
1221704.26,4256653.35,163777.72
1271704.26,4256653.35,163774.77
1321704.26,4256653.35,163773.00
1371704.26,4256653.35,163773.00
1421704.26,4256653.35,163773.00
1471704.26,4256653.35,163773.00
1521704.26,4256653.35,163773.00
1571704.26,4256653.35,163773.00
1621704.26,4256653.35,163773.00
1671704.26,4256653.35,163773.00
1721704.26,4256653.35,163773.00
1771704.26,4256653.35,163783.06
1821704.26,4256653.35,163618.94
1871704.26,4256653.35,161637.84
1921704.26,4256653.35,156261.09
1971704.26,4256653.35,152404.24
2021704.26,4256653.35,151691.38
2071704.26,4256653.35,151678.00
2121704.26,4256653.35,151678.00
2171704.26,4256653.35,151678.09
2221704.26,4256653.35,151614.27
2271704.26,4256653.35,150624.05
2321704.26,4256653.35,147185.64
2371704.26,4256653.35,143744.06
2421704.26,4256653.35,142767.27
2471704.26,4256653.35,142708.76
2521704.26,4256653.35,142709.00
2571704.26,4256653.35,142709.00
2621704.26,4256653.35,142709.00
2671704.26,4256653.35,142709.00
2721704.26,4256653.35,142709.00
2771704.26,4256653.35,142709.00
2821704.26,4256653.35,142709.00
2871704.26,4256653.35,142709.00
2921704.26,4256653.35,142709.00
2971704.26,4256653.35,142709.00
3021704.26,4256653.35,142709.00
3071704.26,4256653.35,142709.00
3121704.26,4256653.35,142709.00
3171704.26,4256653.35,142709.00
3221704.26,4256653.35,142709.00
3271704.26,4256653.35,142709.00
3321704.26,4256653.35,142709.00
3371704.26,4256653.35,142709.00
3421704.26,4256653.35,142709.00
3471704.26,4256653.35,142709.00
3521704.26,4256653.35,142709.00
3571704.26,4256653.35,142709.00
3621704.26,4256653.35,142709.00
3671704.26,4256653.35,142709.00
3721704.26,4256653.35,142709.00
3771704.26,4256653.35,142709.00
3821704.26,4256653.35,142709.00
3871704.26,4256653.35,142709.00
3921704.26,4256653.35,142709.00
3971704.26,4256653.35,142709.00
4021704.26,4256653.35,142709.00
-2978295.74,4306653.35,163773.00
-2928295.74,4306653.35,163773.00
-2878295.74,4306653.35,163773.00
-2828295.74,4306653.35,163773.00
-2778295.74,4306653.35,163773.00
-2728295.74,4306653.35,163773.00
-2678295.74,4306653.35,163773.00
-2628295.74,4306653.35,163773.00
-2578295.74,4306653.35,163773.00
-2528295.74,4306653.35,163773.00
-2478295.74,4306653.35,163773.00
-2428295.74,4306653.35,163773.00
-2378295.74,4306653.35,163773.00
-2328295.74,4306653.35,163773.00
-2278295.74,4306653.35,163773.00
-2228295.74,4306653.35,163773.00
-2178295.74,4306653.35,163773.00
-2128295.74,4306653.35,163773.00
-2078295.74,4306653.35,163773.00
-2028295.74,4306653.35,163773.00
-1978295.74,4306653.35,163773.00
-1928295.74,4306653.35,163773.00
-1878295.74,4306653.35,163773.00
-1828295.74,4306653.35,163773.00
-1778295.74,4306653.35,163773.00
-1728295.74,4306653.35,163773.00
-1678295.74,4306653.35,163773.00
-1628295.74,4306653.35,163773.00
-1578295.74,4306653.35,163773.00
-1528295.74,4306653.35,163773.00
-1478295.74,4306653.35,163773.00
-1428295.74,4306653.35,163773.00
-1378295.74,4306653.35,163773.00
-1328295.74,4306653.35,163773.00
-1278295.74,4306653.35,163773.00
-1228295.74,4306653.35,163773.00
-1178295.74,4306653.35,163773.00
-1128295.74,4306653.35,163773.00
-1078295.74,4306653.35,163773.00
-1028295.74,4306653.35,163773.00
-978295.74,4306653.35,163773.00
-928295.74,4306653.35,163773.00
-878295.74,4306653.35,163773.00
-828295.74,4306653.35,163773.00
-778295.74,4306653.35,163773.00
-728295.74,4306653.35,163773.00
-678295.74,4306653.35,163773.00
-628295.74,4306653.35,163773.00
-578295.74,4306653.35,163773.00
-528295.74,4306653.35,163773.00
-478295.74,4306653.35,163773.00
-428295.74,4306653.35,163773.00
-378295.74,4306653.35,163773.00
-328295.74,4306653.35,163773.00
-278295.74,4306653.35,163773.00
-228295.74,4306653.35,163773.00
-178295.74,4306653.35,163773.00
-128295.74,4306653.35,163773.00
-78295.74,4306653.35,163773.00
-28295.74,4306653.35,163773.00
21704.26,4306653.35,163773.00
71704.26,4306653.35,163773.00
121704.26,4306653.35,163773.00
171704.26,4306653.35,163773.00
221704.26,4306653.35,163773.00
271704.26,4306653.35,163772.85
321704.26,4306653.35,163777.11
371704.26,4306653.35,163777.20
421704.26,4306653.35,163807.06
471704.26,4306653.35,163809.59
521704.26,4306653.35,163775.35
571704.26,4306653.35,163439.07
621704.26,4306653.35,163276.47
671704.26,4306653.35,163340.56
721704.26,4306653.35,163408.17
771704.26,4306653.35,163487.42
821704.26,4306653.35,163667.68
871704.26,4306653.35,163771.35
921704.26,4306653.35,163774.94
971704.26,4306653.35,163777.86
1021704.26,4306653.35,163778.59
1071704.26,4306653.35,163773.00
1121704.26,4306653.35,163773.00
1171704.26,4306653.35,163773.00
1221704.26,4306653.35,163773.00
1271704.26,4306653.35,163773.00
1321704.26,4306653.35,163773.00
